time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1758118369.03270006,0.25507960,14123,0.00145055,0.00000000,0,0.00000000,42275,42304,56,0.00274331
1758118369.13269997,0.29003282,14133,0.00263308,0.00000000,0,0.00000000,42304,42367,106,0.00486549
1758118369.33279991,0.33348247,14114,0.00383947,0.00000000,0,0.00000000,42367,42778,532,0.00358680
1758118369.43249989,0.25835478,14132,0.00264478,0.00000000,0,0.00000000,42778,42821,77,0.00299090
1758118369.53340006,0.34123237,14126,0.00867857,0.00000000,0,0.00000000,42821,43064,468,0.00257058
1758118369.63330007,0.36328455,14141,0.00407021,0.00000000,0,0.00000000,43064,43323,398,0.00282910
1758118369.73329997,0.33586132,14146,0.00895080,0.00000000,0,0.00000000,43323,43393,337,0.00280103
1758118369.83310008,0.28283100,14154,0.00218620,0.00000000,0,0.00000000,43393,43506,155,0.00270432
1758118370.03340006,0.29301799,14154,0.00249769,0.00000000,0,0.00000000,43506,43654,216,0.00282092
1758118370.13310003,0.32058865,14163,0.00397482,0.00000000,0,0.00000000,43654,43842,366,0.00245143
1758118370.23309994,0.28568544,14140,0.00177238,0.00000000,0,0.00000000,43842,43896,70,0.00271270
1758118370.33249998,0.26587167,14171,0.00198750,0.00000000,0,0.00000000,43896,43967,96,0.00292310
1758118370.43280005,0.27975686,14155,0.00310648,0.00000000,0,0.00000000,43967,44004,63,0.00255943
1758118370.53290009,0.27602958,14147,0.00229265,0.00000000,0,0.00000000,44004,44062,122,0.00291366
1758118370.63249993,0.32657670,14144,0.00275034,0.00000000,0,0.00000000,44062,44078,51,0.00299420
1758118370.83279991,0.26499715,14154,0.00232994,0.00000000,0,0.00000000,44078,44128,56,0.00316313
1758118370.93339992,0.27469016,14129,0.00242119,0.00000000,0,0.00000000,44128,44247,181,0.00267391
1758118371.03320003,0.26944646,14111,0.00249498,0.00000000,0,0.00000000,44247,44320,149,0.00300264
1758118371.13339996,0.30014359,14088,0.00481973,0.00000000,0,0.00000000,44320,44486,251,0.00292772
1758118371.23320007,0.25422003,14059,0.00169450,0.00000000,0,0.00000000,44486,44522,63,0.00292936
1758118371.33330011,0.31286373,14084,0.00418172,0.00000000,0,0.00000000,44522,43926,206,0.00294658
1758118371.43339992,0.31000805,14078,0.00286083,0.00000000,0,0.00000000,43926,44178,335,0.00288496
1758118371.53290009,0.33455912,14047,0.00308861,0.00000000,0,0.00000000,44178,44377,351,0.00330634
1758118371.63339996,0.35367496,14011,0.00565445,0.00000000,0,0.00000000,44377,44598,398,0.00333771
1758118371.73320007,0.32956925,13971,0.00421349,0.00000000,0,0.00000000,44598,44791,275,0.00322651
1758118371.83340001,0.29695401,13913,0.00349575,0.00000000,0,0.00000000,44791,45080,376,0.00373903
1758118371.93359995,0.34555151,13899,0.00355788,0.00000000,0,0.00000000,45080,45325,400,0.00314614
1758118372.03320003,0.27957624,13842,0.00361121,0.00000000,0,0.00000000,45325,45359,121,0.00334734
1758118372.13339996,0.25113165,13846,0.00275499,0.00000000,0,0.00000000,45359,45377,52,0.00236510
1758118372.23390007,0.24804117,13790,0.00152419,0.00000000,0,0.00000000,45377,45403,39,0.00272131
1758118372.33380008,0.28928430,13730,0.00410642,0.00000000,0,0.00000000,45403,45500,209,0.00282906
1758118372.43350005,0.28141330,13747,0.00196969,0.00000000,0,0.00000000,45500,45548,94,0.00370555
1758118372.53329992,0.36037588,13696,0.00396896,0.00000000,0,0.00000000,45548,45809,428,0.00285049
1758118372.63269997,0.25564920,13706,0.00273388,0.00000000,0,0.00000000,45809,45835,39,0.00259453
1758118372.73309994,0.26073629,13720,0.00229401,0.00000000,0,0.00000000,45835,45889,71,0.00345169
1758118372.83290005,0.24588096,13732,0.00295447,0.00000000,0,0.00000000,45889,45918,55,0.00326643
1758118372.93289995,0.26853471,13711,0.00855457,0.00000000,0,0.00000000,45918,45333,133,0.00313147
1758118373.03270006,0.29378036,13733,0.00265492,0.00000000,0,0.00000000,45333,45577,282,0.00313940
1758118373.13330007,0.25744307,13711,0.00155536,0.00000000,0,0.00000000,45577,45602,35,0.00292225
1758118373.23350000,0.29588355,13683,0.00174338,0.00000000,0,0.00000000,45602,45713,134,0.00316239
1758118373.33330011,0.26610132,13656,0.00205750,0.00000000,0,0.00000000,45713,45787,108,0.00314029
1758118373.43330002,0.24119686,13604,0.00130260,0.00000000,0,0.00000000,45787,45787,41,0.00242239
1758118373.53340006,0.30333903,13583,0.00389397,0.00000000,0,0.00000000,45787,45914,229,0.00267233
1758118373.73359990,0.23736528,13417,0.00160706,0.00000000,0,0.00000000,45914,45950,56,0.00459410
1758118373.93400002,0.23724070,13359,0.00175718,0.00000000,0,0.00000000,45950,45952,61,0.00311498
1758118374.23379993,0.25109184,13326,0.00224428,0.00000000,0,0.00000000,45952,45983,40,0.00405678
1758118374.53239989,0.25533318,13271,0.00294886,0.00000000,0,0.00000000,45983,46040,99,0.00461101
1758118374.63220000,0.26270739,13268,0.00139429,0.00000000,0,0.00000000,46040,46068,38,0.00475566
1758118374.93249989,0.25852672,13231,0.00307812,0.00000000,0,0.00000000,46068,46062,66,0.00242778
1758118375.03340006,0.23951398,13208,0.00211858,0.00000000,0,0.00000000,46062,46170,130,0.00237659
1758118375.13360000,0.24564770,13136,0.00358103,0.00000000,0,0.00000000,46170,46139,49,0.00353355
1758118375.33380008,0.24428862,13144,0.00183033,0.00000000,0,0.00000000,46139,46191,74,0.00407424
1758118375.43359995,0.24652824,13131,0.00170677,0.00000000,0,0.00000000,46191,46205,42,0.00419333
1758118375.53349996,0.26160124,13150,0.00181002,0.00000000,0,0.00000000,46205,46208,42,0.00626657
1758118375.73270011,0.25023349,13460,0.00235807,0.00000000,0,0.00000000,46208,46273,112,0.00295386
1758118375.93330002,0.25963227,13290,0.00279324,0.00000000,0,0.00000000,46273,46331,118,0.00322432
1758118376.03320003,0.23912042,13174,0.00175220,0.00000000,0,0.00000000,46331,46357,50,0.00280541
1758118376.13299990,0.25036107,13086,0.00248573,0.00000000,0,0.00000000,46357,46419,106,0.00308562
1758118376.23359990,0.26062962,12962,0.00229734,0.00000000,0,0.00000000,46419,46492,135,0.00307498
1758118376.33340001,0.28497455,12930,0.00161842,0.00000000,0,0.00000000,46492,46520,50,0.00511074
1758118376.43330002,0.29308531,12853,0.00219714,0.00000000,0,0.00000000,46520,46602,119,0.00363313
1758118376.53340006,0.23137484,12831,0.00166706,0.00000000,0,0.00000000,46602,46629,39,0.00304931
1758118376.63350010,0.23053444,12837,0.00119234,0.00000000,0,0.00000000,46629,46649,29,0.00316327
1758118376.73340011,0.23093081,12844,0.00142266,0.00000000,0,0.00000000,46649,46662,31,0.00327947
1758118376.93300009,0.24789779,12780,0.00204703,0.00000000,0,0.00000000,46662,46709,86,0.00298056
1758118377.03299999,0.23673063,12745,0.00284197,0.00000000,0,0.00000000,46709,46733,50,0.00336084
1758118377.13299990,0.25054314,12787,0.00200766,0.00000000,0,0.00000000,46733,46786,82,0.00371370
1758118377.23309994,0.24510032,12886,0.00165784,0.00000000,0,0.00000000,46786,46801,36,0.00349926
1758118377.33330011,0.22295007,12934,0.00220127,0.00000000,0,0.00000000,46801,46787,50,0.00364719
1758118377.43330002,0.23396480,12955,0.00265603,0.00000000,0,0.00000000,46787,46808,35,0.00393591
1758118377.53349996,0.22084603,12907,0.00152344,0.00000000,0,0.00000000,46808,46834,56,0.00566317
1758118377.63310003,0.23655016,12956,0.00178099,0.00000000,0,0.00000000,46834,46884,67,0.00279474
1758118377.73350000,0.23531835,12740,0.00160632,0.00000000,0,0.00000000,46884,46891,48,0.00325605
1758118377.83330011,0.22565709,12548,0.00162175,0.00000000,0,0.00000000,46891,46911,34,0.00354186
1758118377.93330002,0.24168597,12465,0.00331831,0.00000000,0,0.00000000,46911,46970,104,0.00345794
1758118378.03290009,0.21973056,12437,0.00222870,0.00000000,0,0.00000000,46970,46963,48,0.00350220
1758118378.13310003,0.23775645,12368,0.00197092,0.00000000,0,0.00000000,46963,46975,86,0.00302827
1758118378.23309994,0.28261248,12327,0.00396055,0.00000000,0,0.00000000,46975,47131,384,0.00352898
1758118378.33290005,0.22301459,12363,0.00164397,0.00000000,0,0.00000000,47131,47148,33,0.00318611
1758118378.43309999,0.26537482,12384,0.00395079,0.00000000,0,0.00000000,47148,47354,329,0.00261986
1758118378.53320003,0.22688992,12543,0.00184708,0.00000000,0,0.00000000,47354,47368,48,0.00289541
1758118378.63249993,0.22345619,12311,0.00176102,0.00000000,0,0.00000000,47368,47395,32,0.00291531
1758118378.73259997,0.23605999,12185,0.00200474,0.00000000,0,0.00000000,47395,47416,29,0.00295038
1758118378.83279991,0.27422565,11988,0.00623086,0.00000000,0,0.00000000,47416,46896,333,0.00313273
1758118378.93289995,0.22512106,11861,0.00175032,0.00000000,0,0.00000000,46896,46929,56,0.00386676
1758118379.03279996,0.27573080,11629,0.00307462,0.00000000,0,0.00000000,46929,47077,289,0.00289455
1758118379.13210011,0.23385770,11525,0.00347030,0.00000000,0,0.00000000,47077,47224,246,0.00348276
1758118379.23250008,0.21837369,11489,0.00269726,0.00000000,0,0.00000000,47224,47178,36,0.00294218
1758118379.33189988,0.22634475,11432,0.00151087,0.00000000,0,0.00000000,47178,47193,28,0.00290624
1758118379.43230009,0.24976769,11394,0.00362574,0.00000000,0,0.00000000,47193,47340,282,0.00334568
1758118379.53200006,0.25445476,11358,0.00341239,0.00000000,0,0.00000000,47340,47511,239,0.00512654
1758118379.63199997,0.22129766,11419,0.00168162,0.00000000,0,0.00000000,47511,47532,31,0.00345660
1758118379.73270011,0.25990719,11431,0.00396329,0.00000000,0,0.00000000,47532,47662,232,0.00274354
1758118379.83209991,0.19939174,11514,0.00150863,0.00000000,0,0.00000000,47662,47686,29,0.00304278
1758118379.93260002,0.20134033,11507,0.00299330,0.00000000,0,0.00000000,47686,47700,35,0.00321681
1758118380.03250003,0.25408606,11579,0.00324082,0.00000000,0,0.00000000,47700,47859,288,0.00254892
1758118380.23189998,0.22027607,11745,0.00165380,0.00000000,0,0.00000000,47859,47887,43,0.00571504
1758118380.33229995,0.24455810,11766,0.00190883,0.00000000,0,0.00000000,47887,47930,86,0.00402218
1758118380.43210006,0.21354967,11815,0.00132852,0.00000000,0,0.00000000,47930,47956,29,0.00293078
1758118380.53209996,0.20698117,11810,0.00157358,0.00000000,0,0.00000000,47956,47974,24,0.00372397
1758118380.63140011,0.26386753,11929,0.00312552,0.00000000,0,0.00000000,47974,48059,197,0.00386568
1758118380.73189998,0.24629665,11996,0.00263534,0.00000000,0,0.00000000,48059,48081,32,0.00576042
1758118380.83179998,0.26336893,12119,0.00312549,0.00000000,0,0.00000000,48081,48101,31,0.00407283
1758118380.93199992,0.27581471,12214,0.00277776,0.00000000,0,0.00000000,48101,48215,233,0.00372276
1758118381.03189993,0.29021809,12289,0.00491675,0.00000000,0,0.00000000,48215,48233,219,0.00516366
1758118381.13199997,0.22212476,12278,0.00229449,0.00000000,0,0.00000000,48233,48259,80,0.00360830
1758118381.23210001,0.23778016,12499,0.00270672,0.00000000,0,0.00000000,48259,48284,45,0.00319948
1758118381.33170009,0.27852969,12541,0.00538781,0.00000000,0,0.00000000,48284,48373,323,0.00383043
1758118381.43190002,0.30278680,12648,0.00396353,0.00000000,0,0.00000000,48373,48516,259,0.00507288
1758118381.63159990,0.24901433,12822,0.00266483,0.00000000,0,0.00000000,48516,48551,57,0.00371089
1758118381.83159995,0.25166533,12850,0.00237763,0.00000000,0,0.00000000,48551,48652,157,0.00369565
1758118381.93149996,0.28555582,12887,0.00429215,0.00000000,0,0.00000000,48652,48205,265,0.00289237
1758118382.13179994,0.33594045,12742,0.00382513,0.00000000,0,0.00000000,48205,48595,500,0.00369808
1758118382.23189998,0.32612763,12816,0.00718468,0.00000000,0,0.00000000,48595,48999,688,0.00304058
1758118382.63150001,0.26764206,12723,0.00238222,0.00000000,0,0.00000000,48999,49072,79,0.00654143
1758118382.83170009,0.25637938,12755,0.00302695,0.00000000,0,0.00000000,49072,49126,66,0.00342555
1758118382.93160009,0.26861066,12744,0.00294503,0.00000000,0,0.00000000,49126,49311,269,0.00354176
1758118383.03099990,0.31263449,12784,0.00527330,0.00000000,0,0.00000000,49311,49681,540,0.00282895
1758118383.33119988,0.34849400,12855,0.00959014,0.00000000,0,0.00000000,49681,50072,538,0.00339802
1758118383.43140006,0.22851872,12889,0.00189407,0.00000000,0,0.00000000,49066,49129,65,0.00342847
1758118383.63170004,0.24265348,13003,0.00142662,0.00000000,0,0.00000000,49129,49225,102,0.00342216
1758118383.83200002,0.27375928,13164,0.00128476,0.00000000,0,0.00000000,49225,49281,66,0.00300495
1758118384.03180003,0.27067008,13295,0.00128280,0.00000000,0,0.00000000,49281,49332,62,0.00292656
1758118384.13109994,0.26121087,13375,0.00246484,0.00000000,0,0.00000000,49332,49393,77,0.00302289
1758118384.23099995,0.25140031,13454,0.00130693,0.00000000,0,0.00000000,49393,49447,62,0.00335659
1758118384.33150005,0.26064005,13436,0.00123038,0.00000000,0,0.00000000,49447,49491,58,0.00387165
1758118384.43090010,0.26271476,13451,0.00131451,0.00000000,0,0.00000000,49491,49536,79,0.00312813
1758118384.53139997,0.27343491,13417,0.00202198,0.00000000,0,0.00000000,49536,49576,56,0.00387708
1758118384.63100004,0.25027771,13424,0.00193358,0.00000000,0,0.00000000,49576,49621,59,0.00365654
1758118384.73149991,0.32697176,13448,0.00382092,0.00000000,0,0.00000000,49621,49881,303,0.00352533
1758118384.83150005,0.26307442,13389,0.00162795,0.00000000,0,0.00000000,49881,49910,66,0.00341796
1758118384.93099999,0.28734663,13450,0.00298434,0.00000000,0,0.00000000,49910,50135,267,0.00490059
1758118385.03029990,0.32695163,13465,0.00236645,0.00000000,0,0.00000000,50135,50313,236,0.00471235
1758118385.13019991,0.27236204,13438,0.00254956,0.00000000,0,0.00000000,50313,50463,199,0.00315828
1758118385.23049998,0.22778065,13453,0.00172466,0.00000000,0,0.00000000,50463,50505,63,0.00305724
1758118385.33089995,0.22960447,13481,0.00125774,0.00000000,0,0.00000000,50505,50539,45,0.00359862
1758118385.43079996,0.27083789,13455,0.00131972,0.00000000,0,0.00000000,50539,50566,39,0.00352372
1758118385.53180003,0.25406605,13493,0.00203244,0.00000000,0,0.00000000,50566,50599,46,0.00314574
1758118385.63199997,0.26019655,13479,0.00232868,0.00000000,0,0.00000000,50599,50623,46,0.00510615
1758118385.73189998,0.27784624,13471,0.00252678,0.00000000,0,0.00000000,50623,50813,266,0.00337702
1758118385.83220005,0.24941140,13461,0.00126606,0.00000000,0,0.00000000,50813,50843,41,0.00317376
1758118385.93199992,0.28683957,13450,0.00219216,0.00000000,0,0.00000000,50843,51011,230,0.00419737
1758118386.03130007,0.24002579,13480,0.00133295,0.00000000,0,0.00000000,51011,51042,47,0.00404108
1758118386.13179994,0.29992183,13488,0.00252501,0.00000000,0,0.00000000,51042,51206,244,0.00277369
1758118386.23149991,0.31623599,13451,0.00365142,0.00000000,0,0.00000000,51206,51340,207,0.00324196
1758118386.53160000,0.24687150,13447,0.00140606,0.00000000,0,0.00000000,51340,51373,41,0.00290725
1758118386.63150001,0.26309355,13444,0.00151384,0.00000000,0,0.00000000,51373,51403,41,0.00287989
